time,open,high,low,close,volume
2026-01-09 04:15:00,1.16534,1.1655,1.16519,1.1655,1133
2026-01-09 04:30:00,1.16549,1.1656099999999998,1.16542,1.16546,1287
2026-01-09 04:45:00,1.16547,1.16554,1.16536,1.16543,1487
2026-01-09 05:00:00,1.16544,1.16564,1.16533,1.16542,1307
2026-01-09 05:15:00,1.16541,1.16557,1.16526,1.16531,1317
2026-01-09 05:30:00,1.16531,1.1653900000000001,1.16501,1.1651200000000002,1590
2026-01-09 05:45:00,1.1651099999999999,1.16522,1.16499,1.1651099999999999,1347
2026-01-09 06:00:00,1.1651,1.16527,1.16484,1.16494,1807
2026-01-09 06:15:00,1.16496,1.16517,1.16482,1.16509,1225
2026-01-09 06:30:00,1.16508,1.1652699999999998,1.16508,1.16515,1422
2026-01-09 06:45:00,1.16516,1.16529,1.16485,1.16488,1670
2026-01-09 07:00:00,1.16489,1.16499,1.16452,1.16452,1871
2026-01-09 07:15:00,1.16453,1.16473,1.16432,1.16451,2156
2026-01-09 07:30:00,1.16452,1.16458,1.16401,1.16421,2156
2026-01-09 07:45:00,1.16423,1.1651,1.16409,1.16507,2226
2026-01-09 08:00:00,1.16508,1.16529,1.16434,1.16439,2689
2026-01-09 08:15:00,1.16438,1.16476,1.16426,1.16457,2400
2026-01-09 08:30:00,1.16459,1.1646200000000002,1.16413,1.1642700000000001,2309
2026-01-09 08:45:00,1.16429,1.16499,1.16425,1.1649,1832
2026-01-09 09:00:00,1.1649299999999998,1.1650399999999999,1.16464,1.1647699999999999,1917
2026-01-09 09:15:00,1.16478,1.16488,1.16424,1.16427,1833
2026-01-09 09:30:00,1.16428,1.16458,1.16425,1.16437,1907
2026-01-09 09:45:00,1.16436,1.16449,1.16421,1.16424,1843
2026-01-09 10:00:00,1.16426,1.16446,1.16404,1.16435,1556
2026-01-09 10:15:00,1.16434,1.1644299999999999,1.16369,1.16427,1920
2026-01-09 10:30:00,1.16428,1.16449,1.16405,1.16428,1651
2026-01-09 10:45:00,1.1643,1.1646999999999998,1.16424,1.16468,1783
2026-01-09 11:00:00,1.16467,1.16469,1.16415,1.16443,1739
2026-01-09 11:15:00,1.1644400000000001,1.1646100000000001,1.16433,1.16449,1557
2026-01-09 11:30:00,1.16452,1.16462,1.16422,1.16459,1339
2026-01-09 11:45:00,1.16458,1.1646699999999999,1.16444,1.1645999999999999,1449
2026-01-09 12:00:00,1.1646100000000001,1.16462,1.16426,1.16439,1758
2026-01-09 12:15:00,1.1644,1.1645,1.16399,1.16438,1963
2026-01-09 12:30:00,1.16437,1.16444,1.16398,1.16417,2227
2026-01-09 12:45:00,1.16416,1.1644700000000001,1.16399,1.16415,2335
2026-01-09 13:00:00,1.16414,1.16441,1.1641,1.1643599999999998,2293
2026-01-09 13:15:00,1.16435,1.16459,1.16409,1.16426,2272
2026-01-09 13:30:00,1.16427,1.16604,1.16258,1.1656499999999999,5274
2026-01-09 13:45:00,1.1656600000000001,1.16583,1.16422,1.16451,4211
2026-01-09 14:00:00,1.16445,1.16526,1.16402,1.16426,4089
2026-01-09 14:15:00,1.1642700000000001,1.16467,1.16348,1.16384,3800
2026-01-09 14:30:00,1.1638300000000001,1.1644400000000001,1.16331,1.1633900000000001,3576
2026-01-09 14:45:00,1.16341,1.16378,1.16301,1.16368,3579
2026-01-09 15:00:00,1.1636,1.16391,1.1622,1.16258,4025
2026-01-09 15:15:00,1.1626100000000001,1.16286,1.16182,1.1626400000000001,3396
2026-01-09 15:30:00,1.16263,1.16385,1.16253,1.16344,3038
2026-01-09 15:45:00,1.1634499999999999,1.1640899999999998,1.16325,1.16408,3367
2026-01-09 16:00:00,1.16405,1.16435,1.16364,1.1638600000000001,3089
2026-01-09 16:15:00,1.1638600000000001,1.16406,1.16301,1.16301,3056
2026-01-09 16:30:00,1.163,1.1635900000000001,1.16283,1.16344,2530
2026-01-09 16:45:00,1.1634499999999999,1.1635199999999999,1.16325,1.16332,2140
2026-01-09 17:00:00,1.16333,1.16346,1.16286,1.16314,2189
2026-01-09 17:15:00,1.16313,1.16313,1.16276,1.16309,2023
2026-01-09 17:30:00,1.16308,1.1632399999999998,1.16288,1.16312,1917
2026-01-09 17:45:00,1.16311,1.1633200000000001,1.16301,1.16318,1669
2026-01-09 18:00:00,1.16318,1.16345,1.16313,1.16318,1715
2026-01-09 18:15:00,1.16319,1.16342,1.16312,1.16334,1403
2026-01-09 18:30:00,1.16335,1.16399,1.16331,1.16379,1509
2026-01-09 18:45:00,1.1638000000000002,1.1638600000000001,1.16335,1.16341,1673
2026-01-09 19:00:00,1.1634,1.16375,1.16331,1.1635900000000001,1460
2026-01-09 19:15:00,1.1636,1.1638799999999998,1.16359,1.1637899999999999,1210
2026-01-09 19:30:00,1.16379,1.16379,1.16341,1.1635600000000001,1417
2026-01-09 19:45:00,1.16355,1.1635900000000001,1.16341,1.16348,1411
2026-01-09 20:00:00,1.16347,1.16358,1.16341,1.16358,1114
2026-01-09 20:15:00,1.16357,1.16378,1.1635,1.16369,931
2026-01-09 20:30:00,1.16368,1.16373,1.16346,1.1635499999999999,1091
2026-01-09 20:45:00,1.16354,1.16364,1.1634,1.16347,1124
2026-01-09 21:00:00,1.16347,1.16369,1.1634,1.16351,622
2026-01-09 21:15:00,1.16351,1.1636199999999999,1.16336,1.16346,740
2026-01-09 21:30:00,1.16345,1.16345,1.16304,1.1630800000000001,612
2026-01-09 21:45:00,1.16308,1.16314,1.16296,1.16304,515
2026-01-11 22:00:00,1.1626800000000002,1.1631500000000001,1.16267,1.1631,480
2026-01-11 22:15:00,1.163,1.16321,1.16296,1.1632,177
2026-01-11 22:30:00,1.16323,1.16327,1.16285,1.1631799999999999,386
2026-01-11 22:45:00,1.16318,1.1631900000000002,1.16274,1.1628500000000002,456
2026-01-11 23:00:00,1.1629,1.16334,1.1629,1.1631,864
2026-01-11 23:15:00,1.16311,1.1632900000000002,1.16253,1.16259,1035
2026-01-11 23:30:00,1.16258,1.16264,1.16238,1.16251,972
2026-01-11 23:45:00,1.16252,1.16252,1.16231,1.16237,768
2026-01-12 00:00:00,1.16236,1.16448,1.16218,1.1644,2261
2026-01-12 00:15:00,1.16438,1.1646,1.16381,1.16427,1912
2026-01-12 00:30:00,1.1642299999999999,1.16594,1.1642,1.1658899999999999,2646
2026-01-12 00:45:00,1.16588,1.16651,1.1656,1.16646,2555
2026-01-12 01:00:00,1.1664700000000001,1.16684,1.16599,1.16659,2515
2026-01-12 01:15:00,1.16659,1.16713,1.16642,1.16658,2587
2026-01-12 01:30:00,1.1665699999999999,1.16659,1.16584,1.16585,2844
2026-01-12 01:45:00,1.1658499999999998,1.16588,1.16556,1.1656199999999999,1882
2026-01-12 02:00:00,1.16563,1.1662599999999999,1.16556,1.16598,2229
2026-01-12 02:15:00,1.16597,1.1660599999999999,1.16567,1.16568,1486
2026-01-12 02:30:00,1.16567,1.16644,1.16549,1.1661299999999999,2256
2026-01-12 02:45:00,1.16614,1.16618,1.1654,1.16549,1622
2026-01-12 03:00:00,1.1655099999999998,1.16594,1.16549,1.1658499999999998,1481
2026-01-12 03:15:00,1.16585,1.16593,1.16567,1.1658,1031
2026-01-12 03:30:00,1.1658300000000001,1.16591,1.16551,1.1656,1203
2026-01-12 03:45:00,1.1655900000000001,1.16577,1.16551,1.1655200000000001,1591
2026-01-12 04:00:00,1.16553,1.16564,1.16536,1.16564,1520
2026-01-12 04:15:00,1.1656499999999999,1.16586,1.16553,1.16558,961
2026-01-12 04:30:00,1.1655499999999999,1.16559,1.16529,1.1654,1069
2026-01-12 04:45:00,1.1654099999999998,1.1655799999999998,1.16539,1.1655799999999998,1133
2026-01-12 05:00:00,1.16558,1.1661,1.16557,1.16605,1438
2026-01-12 05:15:00,1.16606,1.16659,1.16598,1.16659,1151
2026-01-12 05:30:00,1.16656,1.16695,1.16652,1.16688,1579
2026-01-12 05:45:00,1.16688,1.16709,1.16676,1.16692,1868
2026-01-12 06:00:00,1.1669100000000001,1.1669100000000001,1.16646,1.16648,1768
2026-01-12 06:15:00,1.16646,1.16693,1.16639,1.16682,1532
2026-01-12 06:30:00,1.16683,1.1670800000000001,1.16656,1.16672,1464
2026-01-12 06:45:00,1.16671,1.16729,1.16658,1.16698,1630
2026-01-12 07:00:00,1.16696,1.16778,1.16684,1.1675600000000002,2180
2026-01-12 07:15:00,1.16754,1.16844,1.16754,1.16814,2500
2026-01-12 07:30:00,1.16812,1.16817,1.1676,1.16775,2530
2026-01-12 07:45:00,1.16773,1.16878,1.16759,1.16848,2570
2026-01-12 08:00:00,1.1684700000000001,1.16894,1.16781,1.16789,2369
2026-01-12 08:15:00,1.1678799999999998,1.1682,1.16759,1.16784,2218
2026-01-12 08:30:00,1.16785,1.16855,1.16784,1.16832,2673
2026-01-12 08:45:00,1.16833,1.16918,1.16816,1.1688100000000001,2456
2026-01-12 09:00:00,1.1687800000000002,1.1693900000000002,1.1685,1.1689800000000001,2297
2026-01-12 09:15:00,1.16898,1.16957,1.16891,1.16953,2425
2026-01-12 09:30:00,1.16954,1.16955,1.16872,1.16876,1784
2026-01-12 09:45:00,1.16873,1.16876,1.16814,1.1682,2019
2026-01-12 10:00:00,1.1681899999999998,1.16848,1.16813,1.1683999999999999,1797
2026-01-12 10:15:00,1.16841,1.16851,1.16761,1.16802,2083
2026-01-12 10:30:00,1.16803,1.16828,1.16774,1.16813,2043
2026-01-12 10:45:00,1.1681400000000002,1.16856,1.16806,1.16856,1876
2026-01-12 11:00:00,1.16855,1.16886,1.16835,1.16871,1599
2026-01-12 11:15:00,1.1686999999999999,1.1689399999999999,1.16851,1.16868,1554
2026-01-12 11:30:00,1.16872,1.16875,1.16798,1.1682000000000001,1672
2026-01-12 11:45:00,1.1681899999999998,1.16822,1.16756,1.1678499999999998,1995
2026-01-12 12:00:00,1.16783,1.1684999999999999,1.1677,1.1684299999999999,2175
2026-01-12 12:15:00,1.16841,1.16847,1.1681,1.1682199999999998,1970
2026-01-12 12:30:00,1.16821,1.16876,1.16821,1.16869,1867
2026-01-12 12:45:00,1.1687,1.16873,1.16784,1.16812,2012
2026-01-12 13:00:00,1.16815,1.1694,1.16778,1.16923,2856
2026-01-12 13:15:00,1.1692500000000001,1.16957,1.16884,1.16893,2605
2026-01-12 13:30:00,1.1689200000000002,1.1693500000000001,1.16877,1.1692200000000001,2281
2026-01-12 13:45:00,1.1692099999999999,1.1698499999999998,1.16912,1.1692799999999999,2812
2026-01-12 14:00:00,1.16925,1.1693,1.16817,1.16834,2887
2026-01-12 14:15:00,1.1683000000000001,1.1684,1.16755,1.1675600000000002,2529
2026-01-12 14:30:00,1.16757,1.16793,1.1674,1.16765,3362
2026-01-12 14:45:00,1.16766,1.16793,1.1675,1.16767,2913
2026-01-12 15:00:00,1.16769,1.16794,1.16726,1.16774,2927
2026-01-12 15:15:00,1.16773,1.168,1.16756,1.1676499999999999,2318
2026-01-12 15:30:00,1.16763,1.16846,1.16761,1.16818,2650
2026-01-12 15:45:00,1.1681700000000002,1.16862,1.16802,1.16811,2668
2026-01-12 16:00:00,1.1681300000000001,1.1682100000000002,1.16728,1.16755,2947
2026-01-12 16:15:00,1.16756,1.16797,1.16756,1.16778,2170
2026-01-12 16:30:00,1.1678,1.16797,1.1676,1.16786,2150
2026-01-12 16:45:00,1.16787,1.16791,1.16713,1.1672,2068
2026-01-12 17:00:00,1.16718,1.16758,1.16707,1.16727,2158
2026-01-12 17:15:00,1.16726,1.16731,1.16663,1.16689,2200
2026-01-12 17:30:00,1.16693,1.1671600000000002,1.16667,1.1670500000000001,2102
2026-01-12 17:45:00,1.16706,1.16716,1.16663,1.1668800000000001,1597
2026-01-12 18:00:00,1.16687,1.16694,1.16653,1.16682,1694
2026-01-12 18:15:00,1.16679,1.16716,1.16679,1.16702,1618
2026-01-12 18:30:00,1.16702,1.16716,1.16683,1.16687,1298
2026-01-12 18:45:00,1.16688,1.16699,1.16681,1.1668999999999998,1276
2026-01-12 19:00:00,1.16691,1.1672399999999998,1.16678,1.1672,1240
2026-01-12 19:15:00,1.16719,1.1673799999999999,1.16708,1.16726,1085
2026-01-12 19:30:00,1.16725,1.16736,1.16692,1.16697,1129
2026-01-12 19:45:00,1.1669800000000001,1.16736,1.16697,1.1672200000000001,1068
2026-01-12 20:00:00,1.16721,1.16734,1.16704,1.16717,1321
2026-01-12 20:15:00,1.1671500000000001,1.1672,1.16701,1.16711,1221
2026-01-12 20:30:00,1.16712,1.16723,1.16665,1.1666699999999999,1342
2026-01-12 20:45:00,1.16669,1.1668100000000001,1.16632,1.16653,1508
2026-01-12 21:00:00,1.1665100000000002,1.1667100000000001,1.16643,1.16666,736
2026-01-12 21:15:00,1.1666599999999998,1.16678,1.16664,1.16671,623
2026-01-12 21:30:00,1.1666999999999998,1.16686,1.16664,1.1667599999999998,722
2026-01-12 21:45:00,1.16675,1.1669,1.16656,1.1666400000000001,967
2026-01-12 22:00:00,1.16642,1.1668,1.16638,1.16679,225
2026-01-12 22:15:00,1.16677,1.16679,1.16673,1.16675,327
2026-01-12 22:30:00,1.16674,1.16681,1.16669,1.16673,312
2026-01-12 22:45:00,1.1667399999999999,1.16678,1.16654,1.1666599999999998,922
2026-01-12 23:00:00,1.16678,1.16678,1.16655,1.16661,919
2026-01-12 23:15:00,1.16659,1.1670800000000001,1.16656,1.16675,1092
2026-01-12 23:30:00,1.16676,1.16686,1.16656,1.16676,720
2026-01-12 23:45:00,1.1667699999999999,1.16686,1.16654,1.16675,849
2026-01-13 00:00:00,1.16674,1.1667800000000002,1.16646,1.1665,1381
2026-01-13 00:15:00,1.16651,1.16651,1.16624,1.1663599999999998,1265
2026-01-13 00:30:00,1.16635,1.1664400000000001,1.16609,1.1661400000000002,1308
2026-01-13 00:45:00,1.1661299999999999,1.16644,1.1661,1.1663599999999998,1586
2026-01-13 01:00:00,1.16635,1.16647,1.166,1.16615,2139
2026-01-13 01:15:00,1.16615,1.16621,1.16582,1.1660000000000001,1647
2026-01-13 01:30:00,1.16598,1.16626,1.16564,1.1659,1716
2026-01-13 01:45:00,1.16592,1.16615,1.16579,1.1658600000000001,1761
2026-01-13 02:00:00,1.1658400000000002,1.16615,1.16579,1.16602,1700
2026-01-13 02:15:00,1.16603,1.16603,1.16577,1.16578,1223
2026-01-13 02:30:00,1.16579,1.16601,1.16568,1.1658600000000001,1272
2026-01-13 02:45:00,1.1658499999999998,1.1659899999999999,1.16583,1.1659199999999998,1385
2026-01-13 03:00:00,1.16591,1.16612,1.16565,1.1660700000000002,1188
2026-01-13 03:15:00,1.16608,1.1663700000000001,1.16602,1.16614,1199
2026-01-13 03:30:00,1.16615,1.16615,1.16581,1.16582,1132
2026-01-13 03:45:00,1.16581,1.16603,1.16574,1.16589,1152
2026-01-13 04:00:00,1.16588,1.16611,1.16585,1.1660700000000002,849
2026-01-13 04:15:00,1.16606,1.1665800000000002,1.16596,1.1664800000000002,1329
2026-01-13 04:30:00,1.16647,1.16658,1.16611,1.16621,1272
2026-01-13 04:45:00,1.16622,1.1666,1.16616,1.16657,1295
2026-01-13 05:00:00,1.16656,1.16663,1.16626,1.1664700000000001,1125
2026-01-13 05:15:00,1.16648,1.16675,1.16637,1.16669,1253
2026-01-13 05:30:00,1.16668,1.16675,1.16631,1.16631,1340
2026-01-13 05:45:00,1.16632,1.16641,1.16618,1.16629,1645
2026-01-13 06:00:00,1.16629,1.1663000000000001,1.16554,1.16574,1776
2026-01-13 06:15:00,1.16573,1.16587,1.16547,1.16555,1555
2026-01-13 06:30:00,1.16554,1.1657600000000001,1.16538,1.16551,1762
2026-01-13 06:45:00,1.16552,1.1658899999999999,1.16543,1.16588,1934
2026-01-13 07:00:00,1.1658600000000001,1.16613,1.16571,1.16571,1715
2026-01-13 07:15:00,1.16574,1.16623,1.16561,1.16612,1761
2026-01-13 07:30:00,1.16613,1.1664,1.16598,1.166,2190
2026-01-13 07:45:00,1.16601,1.16649,1.166,1.16642,1797
2026-01-13 08:00:00,1.16639,1.16686,1.16613,1.1666800000000002,2283
2026-01-13 08:15:00,1.16665,1.16665,1.16611,1.1661299999999999,2016
2026-01-13 08:30:00,1.16612,1.1663700000000001,1.16585,1.16631,1993
2026-01-13 08:45:00,1.16633,1.1669500000000002,1.16629,1.16694,2194
2026-01-13 09:00:00,1.1669299999999998,1.16705,1.16637,1.16651,2016
2026-01-13 09:15:00,1.1665,1.16695,1.16645,1.16678,1714
2026-01-13 09:30:00,1.16677,1.1672500000000001,1.16663,1.1669500000000002,1820
2026-01-13 09:45:00,1.16694,1.16723,1.16683,1.16719,1693
2026-01-13 10:00:00,1.16717,1.1674499999999999,1.16709,1.1672,1532
2026-01-13 10:15:00,1.1671900000000002,1.1672200000000001,1.1667,1.16674,1914
2026-01-13 10:30:00,1.16676,1.16702,1.16663,1.1668,2202
2026-01-13 10:45:00,1.1667800000000002,1.1668,1.1665,1.1666400000000001,1823
2026-01-13 11:00:00,1.16663,1.1667100000000001,1.16649,1.16668,1422
2026-01-13 11:15:00,1.16667,1.16689,1.16646,1.1668100000000001,1347
2026-01-13 11:30:00,1.16682,1.16706,1.16672,1.16681,1222
2026-01-13 11:45:00,1.16682,1.16688,1.16659,1.16686,1516
2026-01-13 12:00:00,1.16684,1.1669100000000001,1.16636,1.1665800000000002,1526
2026-01-13 12:15:00,1.16659,1.16686,1.16656,1.16665,1468
2026-01-13 12:30:00,1.16667,1.1667,1.16595,1.1661000000000001,1858
2026-01-13 12:45:00,1.16611,1.16629,1.16531,1.1655300000000002,2411
2026-01-13 13:00:00,1.1655000000000002,1.1658600000000001,1.16528,1.1655300000000002,2513
2026-01-13 13:15:00,1.16556,1.16556,1.16499,1.16523,2873
2026-01-13 13:30:00,1.16521,1.16772,1.16521,1.16672,5026
2026-01-13 13:45:00,1.1667,1.16688,1.16601,1.16683,3773
2026-01-13 14:00:00,1.1668399999999999,1.1673099999999998,1.16658,1.1667699999999999,3513
2026-01-13 14:15:00,1.16679,1.16701,1.16653,1.16689,3007
2026-01-13 14:30:00,1.1668800000000001,1.167,1.16575,1.16611,3602
2026-01-13 14:45:00,1.16609,1.16653,1.16595,1.16636,3505
2026-01-13 15:00:00,1.16638,1.16649,1.16541,1.1655200000000001,3396
2026-01-13 15:15:00,1.16553,1.1656199999999999,1.16472,1.1648,3248
2026-01-13 15:30:00,1.1647800000000001,1.1649,1.16443,1.16487,2722
2026-01-13 15:45:00,1.16486,1.1655,1.16476,1.1652,3017
2026-01-13 16:00:00,1.16522,1.16547,1.16373,1.16377,3167
2026-01-13 16:15:00,1.1638,1.16403,1.16342,1.1639599999999999,2859
2026-01-13 16:30:00,1.16394,1.1644899999999998,1.16393,1.1643299999999999,2259
2026-01-13 16:45:00,1.1643400000000002,1.1648500000000002,1.16433,1.1645800000000002,2106
2026-01-13 17:00:00,1.1646,1.1648100000000001,1.16429,1.16456,1784
2026-01-13 17:15:00,1.16455,1.16474,1.16412,1.1643700000000001,2154
2026-01-13 17:30:00,1.16436,1.1648399999999999,1.16431,1.16465,2116
2026-01-13 17:45:00,1.1646400000000001,1.16488,1.16442,1.16462,2316
2026-01-13 18:00:00,1.1646,1.1647100000000001,1.16416,1.1646,2203
2026-01-13 18:15:00,1.16459,1.165,1.1645,1.16487,1765
2026-01-13 18:30:00,1.16488,1.16516,1.16471,1.1651099999999999,1444
2026-01-13 18:45:00,1.1651399999999998,1.1654499999999999,1.16508,1.16532,1676
2026-01-13 19:00:00,1.1653099999999998,1.16537,1.16478,1.16509,2053
2026-01-13 19:15:00,1.16508,1.16515,1.16468,1.16475,1748
2026-01-13 19:30:00,1.16477,1.1649,1.1646,1.1648500000000002,1542
2026-01-13 19:45:00,1.16487,1.1650800000000001,1.16467,1.16493,1810
2026-01-13 20:00:00,1.16494,1.1650099999999999,1.16472,1.16495,1150
2026-01-13 20:15:00,1.16494,1.16498,1.16462,1.16464,1313
2026-01-13 20:30:00,1.16466,1.16492,1.16453,1.1648500000000002,1559
2026-01-13 20:45:00,1.16486,1.16489,1.16452,1.16456,1341
2026-01-13 21:00:00,1.16455,1.1646599999999998,1.1643,1.16431,835
2026-01-13 21:15:00,1.16431,1.16462,1.16429,1.1645100000000002,733
2026-01-13 21:30:00,1.1644999999999999,1.1646699999999999,1.16448,1.16449,518
2026-01-13 21:45:00,1.16449,1.1645100000000002,1.16426,1.16429,411
2026-01-13 22:00:00,1.16407,1.16424,1.16407,1.16421,163
2026-01-13 22:15:00,1.16421,1.16444,1.16414,1.16418,222
2026-01-13 22:30:00,1.16417,1.16427,1.16414,1.1642299999999999,195
2026-01-13 22:45:00,1.16423,1.16442,1.16418,1.16429,710
2026-01-13 23:00:00,1.16433,1.16448,1.16425,1.16446,1087
2026-01-13 23:15:00,1.1644700000000001,1.16455,1.16443,1.16446,626
2026-01-13 23:30:00,1.16445,1.1645699999999999,1.1643,1.16434,808
2026-01-13 23:45:00,1.16433,1.1644100000000002,1.16419,1.16419,660
2026-01-14 00:00:00,1.1642,1.16432,1.16381,1.1638600000000001,1431
2026-01-14 00:15:00,1.16384,1.16416,1.16382,1.1641400000000002,1171
2026-01-14 00:30:00,1.16412,1.16438,1.16407,1.1643299999999999,1407
2026-01-14 00:45:00,1.16431,1.16436,1.16408,1.16429,1550
2026-01-14 01:00:00,1.16432,1.1643299999999999,1.1637,1.16375,1551
2026-01-14 01:15:00,1.1637199999999999,1.16393,1.1637,1.16375,1175
2026-01-14 01:30:00,1.16376,1.1639499999999998,1.16369,1.1638499999999998,1182
2026-01-14 01:45:00,1.16386,1.16397,1.16376,1.1638,1344
2026-01-14 02:00:00,1.16385,1.16398,1.16363,1.16376,1300
2026-01-14 02:15:00,1.16375,1.1639599999999999,1.16367,1.16392,1201
2026-01-14 02:30:00,1.16393,1.16418,1.16387,1.1641,1425
2026-01-14 02:45:00,1.1641100000000002,1.16446,1.16406,1.1643700000000001,1094
2026-01-14 03:00:00,1.16438,1.16457,1.16435,1.16454,1498
2026-01-14 03:15:00,1.16453,1.16463,1.16439,1.16445,925
2026-01-14 03:30:00,1.16444,1.16479,1.16444,1.1647699999999999,1194
2026-01-14 03:45:00,1.16478,1.1648999999999998,1.16464,1.16469,1127
2026-01-14 04:00:00,1.16468,1.16482,1.16462,1.16466,1347
2026-01-14 04:15:00,1.16465,1.16471,1.16444,1.16449,1251
2026-01-14 04:30:00,1.16448,1.16462,1.16439,1.16439,848
2026-01-14 04:45:00,1.1644,1.16448,1.16435,1.16441,740
2026-01-14 05:00:00,1.1643999999999999,1.1645299999999998,1.1643,1.1643,961
2026-01-14 05:15:00,1.16428,1.16436,1.16421,1.16429,1103
2026-01-14 05:30:00,1.1643000000000001,1.16442,1.16419,1.1642000000000001,1128
2026-01-14 05:45:00,1.16419,1.16439,1.16415,1.1642000000000001,889
2026-01-14 06:00:00,1.16421,1.16461,1.16414,1.16458,1390
2026-01-14 06:15:00,1.1645699999999999,1.16472,1.16448,1.16466,1297
2026-01-14 06:30:00,1.16468,1.16472,1.16452,1.16469,1129
2026-01-14 06:45:00,1.1646800000000002,1.16501,1.16446,1.16493,1442
2026-01-14 07:00:00,1.16492,1.16512,1.16478,1.16488,1608
2026-01-14 07:15:00,1.16489,1.16522,1.16482,1.16486,1441
2026-01-14 07:30:00,1.16485,1.16503,1.16468,1.1649,1670
2026-01-14 07:45:00,1.1649100000000001,1.1649500000000002,1.16443,1.1646400000000001,1753
2026-01-14 08:00:00,1.1646299999999998,1.16506,1.16444,1.1644999999999999,2267
2026-01-14 08:15:00,1.16449,1.1646,1.16412,1.16428,1936
2026-01-14 08:30:00,1.16429,1.1648100000000001,1.16419,1.16431,2655
2026-01-14 08:45:00,1.1643,1.1647999999999998,1.16424,1.16475,2052
2026-01-14 09:00:00,1.16474,1.16498,1.16459,1.16496,1700
2026-01-14 09:15:00,1.16498,1.16513,1.16461,1.1648399999999999,1951
2026-01-14 09:30:00,1.16483,1.1653099999999998,1.16468,1.16491,1892
2026-01-14 09:45:00,1.1649100000000001,1.16538,1.1649,1.16518,1776
2026-01-14 10:00:00,1.16519,1.1652,1.16468,1.16503,1720
2026-01-14 10:15:00,1.1650500000000001,1.1655,1.16494,1.16548,1682
2026-01-14 10:30:00,1.1654900000000001,1.16571,1.16534,1.16545,1796
2026-01-14 10:45:00,1.1654600000000002,1.16578,1.16535,1.16551,2115
2026-01-14 11:00:00,1.1655,1.1655,1.16502,1.1650399999999999,2300
2026-01-14 11:15:00,1.16503,1.16515,1.16481,1.16482,1799
2026-01-14 11:30:00,1.16481,1.1649299999999998,1.16464,1.1646699999999999,1464
2026-01-14 11:45:00,1.16466,1.1648100000000001,1.16439,1.1647100000000001,1731
2026-01-14 12:00:00,1.16469,1.16538,1.1645,1.1647,2719
2026-01-14 12:15:00,1.1647,1.16476,1.1645,1.1645500000000002,1393
2026-01-14 12:30:00,1.16456,1.16491,1.16451,1.16482,1463
2026-01-14 12:45:00,1.1648100000000001,1.1660000000000001,1.16457,1.16598,2564
2026-01-14 13:00:00,1.16598,1.16598,1.16506,1.16508,2552
2026-01-14 13:15:00,1.1651,1.16522,1.16465,1.1648,2072
2026-01-14 13:30:00,1.1646999999999998,1.1653099999999998,1.16451,1.1652799999999999,2498
2026-01-14 13:45:00,1.16528,1.1653600000000002,1.16453,1.1650200000000002,2404
2026-01-14 14:00:00,1.165,1.16575,1.16487,1.16531,2946
2026-01-14 14:15:00,1.16531,1.16588,1.16526,1.16548,2867
2026-01-14 14:30:00,1.16548,1.1659700000000002,1.16518,1.1659000000000002,3402
2026-01-14 14:45:00,1.16591,1.16598,1.16547,1.16558,2951
2026-01-14 15:00:00,1.16558,1.16591,1.16518,1.16534,3765
2026-01-14 15:15:00,1.16531,1.16558,1.165,1.16517,2515
